5.897451878,9.60969162
5.857000828,9.631219864
5.949220181,9.617297173
6.033051491,9.593078613
6.100837708,9.568858147
6.184642792,9.592378616
6.176276684,9.597996712
6.181936264,9.559853554
6.113458157,9.567461967
6.051333904,9.597299576
6.012903214,9.58899498
5.988500595,9.564777374
6.042266369,9.586310387
5.98013258,9.510718346
6.003835678,9.548169136
6.00949955,9.555779457
6.00949955,9.510025024
6.017168045,9.561401367
5.987102985,9.531561852
5.916594982,9.509332657
5.978736877,9.569012642
6.046535015,9.514955521
6.068233013,9.506652832
6.098292828,9.522568703
6.089930058,9.514266014
6.059869289,9.528191566
6.249874115,9.519889832
6.149352074,9.497662544
6.165381908,9.527503967
6.140991211,9.503287315
6.042451382,9.494986534
6.056480408,9.510902405
6.078179836,9.472758293
5.987990379,9.456841469
6.078179836,9.472758293
6.131940842,9.448540688
6.169667244,9.515843391
6.169667244,9.486001015
6.169667244,9.501916885
6.099190712,9.477701187
6.053097725,9.461784363
6.039068699,9.461784363
6.069130421,9.507544518
6.076803207,9.469402313
6.060770512,9.515160561
6.122893333,9.453484535
6.068443775,9.47701931
5.951850414,9.482647896
5.989593029,9.444504738
5.87567091,9.482647896
5.913419724,9.42858696
5.853274345,9.474349976
5.812830448,9.406358719
5.8589468,9.420288086
5.812830448,9.436205864
5.698181152,9.411989212
5.652049541,9.427907944
5.638008595,9.443825722
5.613595486,9.419610023
5.567455292,9.389761925
5.659730911,9.373841286
5.436693668,9.427230835
5.436693668,9.427230835
5.42832613,9.403014183
5.41427803,9.44878006
5.359749794,9.394717216
5.343693256,9.378797531
5.289156914,9.370499611
5.365430832,9.38642025
5.419278145,9.362202644
5.770340919,9.348272324
5.745937347,9.339975357
5.778022766,9.310121536
5.647321701,9.377449989
5.669047356,9.337312698
5.584459782,9.285229683
5.584459782,9.299162865
5.391495705,9.276932716
5.322917461,9.31242466
5.420924187,9.304129601
5.276075363,9.236120224
5.167662144,9.265977859
5.113109589,9.2736063
5.175356865,9.303462029
5.218855858,9.241091728
5.226551533,9.218862534
5.234246731,9.316063881
5.103400707,9.186347008
5.057210922,9.246068001
5.116789341,9.185685158
5.269380093,9.229480743
5.184726715,9.221187592
5.314883232,9.153170586
5.320572376,9.174740791
5.251989841,9.166447639
5.227567196,9.158155441
5.167334557,9.144218445
5.189089298,9.195652962
5.240958214,9.15749836
5.096060276,9.163143158
5.025438309,9.140914917
5.049209595,9.132623672
5.147280693,9.138270378
5.122855663,9.145908356
5.038180351,9.137618065
5.198499203,9.083532333
5.304898262,9.099461555
5.266429901,9.105110168
5.181781769,9.096820831
