12.595,14.909
12.456,14.905
12.406,14.841
12.297,14.866
12.346,14.841
12.462,14.793
12.594,14.743
12.432,14.734
12.323,14.700
12.359,14.658
12.325,14.624
12.238,14.628
12.340,14.535
12.057,14.555
12.168,14.544
12.118,14.480
12.168,14.500
12.188,14.504
11.937,14.463
12.107,14.437
12.277,14.428
12.281,14.373
12.333,14.406
12.337,14.397
12.257,14.347
12.420,14.391
12.274,14.305
12.085,14.354
11.998,14.270
11.664,14.268
11.579,14.243
11.621,14.210
11.445,14.201
11.812,14.175
11.811,14.188
11.678,14.133
11.260,14.076
11.439,14.059
11.459,14.049
11.427,14.048
11.683,14.031
11.942,14.006
12.078,13.957
11.870,13.918
11.974,13.931
11.807,13.914
11.599,13.918
11.514,13.893
11.602,13.846
11.646,13.829
11.712,13.834
11.649,13.817
11.601,13.861
11.742,13.745
11.679,13.819
11.587,13.756
11.586,13.769
11.794,13.707
11.718,13.719
11.617,13.694
11.547,13.611
11.455,13.700
11.414,13.659
11.563,13.658
11.637,13.609
11.779,13.601
11.657,13.600
11.737,13.590
11.865,13.566
11.923,13.610
11.922,13.517
12.010,13.531
12.084,13.499
12.156,13.527
12.255,13.503
12.372,13.531
12.582,13.455
12.574,13.506
12.782,13.475
12.999,13.496
13.209,13.493
13.388,13.476
13.665,13.484
13.692,13.467
13.955,13.488
14.067,13.495
14.454,13.463
14.491,13.529
14.738,13.507
14.969,13.499
15.156,13.535
15.177,13.572
15.453,13.594
15.483,13.607
16.035,13.577
16.012,13.644
16.004,13.636
16.011,13.673
16.758,13.673
16.624,13.702
17.042,13.793
16.758,13.748
17.116,13.809
17.609,13.854
17.646,13.937
17.824,13.951
17.803,13.991
18.264,14.034
18.333,14.088
