12.948,13.114
12.682,13.119
12.665,13.102
12.608,13.047
12.620,13.013
12.558,13.026
12.569,12.992
12.793,12.975
13.070,12.995
13.104,12.940
13.065,12.944
12.949,12.949
13.405,12.969
13.259,12.882
13.400,12.873
13.383,12.886
13.508,12.906
13.439,12.851
13.502,12.825
13.568,12.784
12.829,12.829
12.592,12.803
12.551,12.792
12.293,12.791
12.267,12.766
12.084,12.703
12.059,12.708
12.042,12.722
11.957,12.665
11.970,12.694
11.969,12.618
11.891,12.722
11.895,12.651
11.894,12.650
11.907,12.647
11.967,12.630
12.101,12.613
12.090,12.604
12.239,12.587
12.101,12.586
12.137,12.561
12.309,12.520
12.292,12.519
12.232,12.518
12.440,12.561
12.394,12.528
12.548,12.489
12.443,12.456
12.485,12.501
12.659,12.477
12.535,12.460
12.534,12.459
12.601,12.435
12.614,12.447
12.612,12.446
12.529,12.422
12.526,12.421
12.464,12.404
12.396,12.412
12.454,12.395
12.296,12.400
12.226,12.378
12.300,12.375
12.276,12.396
12.350,12.366
12.417,12.328
12.440,12.319
12.598,12.354
12.656,12.324
12.805,12.321
12.653,12.337
12.847,12.336
12.839,12.296
12.860,12.319
12.988,12.340
13.041,12.348
13.017,12.353
12.971,12.294
13.024,12.345
13.024,12.285
13.113,12.331
13.075,12.352
13.150,12.322
13.120,12.336
13.211,12.336
13.120,12.368
13.182,12.336
13.204,12.299
13.431,12.299
13.220,12.376
13.370,12.345
13.573,12.339
13.830,12.339
13.536,12.393
14.644,12.356
14.125,12.410
14.405,12.448
14.338,12.427
14.219,12.503
14.409,12.495
14.349,12.498
14.120,12.508
14.345,12.554
14.191,12.565
14.419,12.566
14.249,12.562
14.940,12.595
15.024,12.559
15.531,12.584
